Date,Daily LPG Imports,LPG Imports(Modified)
2013-03-04 00:00:00,158189.5163,168189.5163
2013-03-05 00:00:00,136907.4901,146907.4901
2013-03-06 00:00:00,213881.9074,223881.9074
2013-03-07 00:00:00,64221.72834,74221.72834
2013-03-08 00:00:00,19903.90832,29903.90832
2013-03-09 00:00:00,205221.1066,215221.1066
2013-03-10 00:00:00,158687.631,168687.631
2013-03-11 00:00:00,222274.5552,232274.5552
2013-03-12 00:00:00,153209.4779,163209.4779
2013-03-13 00:00:00,128275.3989,138275.3989
2013-03-14 00:00:00,189951.9062,199951.9062
2013-03-15 00:00:00,169820.3262,179820.3262
2013-03-16 00:00:00,316190.6789,326190.6789
2013-03-17 00:00:00,339035.1679,349035.1679
2013-03-18 00:00:00,292505.6765,302505.6765
2013-03-19 00:00:00,115814.7315,125814.7315
2013-03-20 00:00:00,164695.3166,174695.3166
2013-03-21 00:00:00,58835.83087,68835.83087
2013-03-22 00:00:00,250412.2236,260412.2236
2013-03-23 00:00:00,79003.2307,89003.2307
2013-03-24 00:00:00,323211.425,333211.425
2013-03-25 00:00:00,163766.4055,173766.4055
2013-03-26 00:00:00,48558.73175,58558.73175
2013-03-27 00:00:00,103837.9859,113837.9859
2013-03-28 00:00:00,15228.52511,25228.52511
2013-03-29 00:00:00,194059.1581,204059.1581
2013-03-30 00:00:00,269898.201,279898.201
2013-03-31 00:00:00,122177.4498,132177.4498
2013-04-01 00:00:00,116260.1069,126260.1069
2013-04-02 00:00:00,132032.4259,142032.4259
2013-04-03 00:00:00,171958.6546,181958.6546
2013-04-04 00:00:00,109358.6428,119358.6428
2013-04-05 00:00:00,301520.7066,311520.7066
2013-04-06 00:00:00,41645.07927,51645.07927
2013-04-07 00:00:00,54499.01704,64499.01704
2013-04-08 00:00:00,71325.31139,81325.31139
2013-04-09 00:00:00,674.6187368,10674.61874
2013-04-10 00:00:00,122615.8602,132615.8602
2013-04-11 00:00:00,160828.6217,170828.6217
2013-04-12 00:00:00,338094.7693,348094.7693
2013-04-13 00:00:00,212795.8091,222795.8091
2013-04-14 00:00:00,88321.87293,98321.87293
2013-04-15 00:00:00,178856.2705,188856.2705
2013-04-16 00:00:00,308258.6664,318258.6664
2013-04-17 00:00:00,89103.97396,99103.97396
2013-04-18 00:00:00,212055.2268,222055.2268
2013-04-19 00:00:00,127225.8834,137225.8834
2013-04-20 00:00:00,67759.39912,77759.39912
2013-04-21 00:00:00,189757.3437,199757.3437
2013-04-22 00:00:00,320910.7094,330910.7094
2013-04-23 00:00:00,22402.35704,32402.35704
2013-04-24 00:00:00,22298.35932,32298.35932
2013-04-25 00:00:00,4420.039229,14420.03923
2013-04-26 00:00:00,10242.65646,20242.65646
2013-04-27 00:00:00,242469.4315,252469.4315
2013-04-28 00:00:00,85963.12842,95963.12842
2013-04-29 00:00:00,140912.0328,150912.0328
2013-04-30 00:00:00,173128.5639,183128.5639
2013-05-01 00:00:00,258757.0842,268757.0842
2013-05-02 00:00:00,206060.2394,216060.2394
2013-05-03 00:00:00,41056.748,51056.748
2013-05-04 00:00:00,239551.4831,249551.4831
2013-05-05 00:00:00,294107.7059,304107.7059
2013-05-06 00:00:00,270617.3239,280617.3239
2013-05-07 00:00:00,32952.12645,42952.12645
2013-05-08 00:00:00,142719.7576,152719.7576
2013-05-09 00:00:00,129572.7737,139572.7737
2013-05-10 00:00:00,287815.0876,297815.0876
2013-05-11 00:00:00,195219.2045,205219.2045
2013-05-12 00:00:00,151252.1867,161252.1867
2013-05-13 00:00:00,217797.9344,227797.9344
2013-05-14 00:00:00,151816.9582,161816.9582
2013-05-15 00:00:00,292012.1493,302012.1493
2013-05-16 00:00:00,267514.5679,277514.5679
2013-05-17 00:00:00,100666.7982,110666.7982
2013-05-18 00:00:00,88786.57419,98786.57419
2013-05-19 00:00:00,235296.2248,245296.2248
2013-05-20 00:00:00,185400.9347,195400.9347
2013-05-21 00:00:00,202594.399,212594.399
2013-05-22 00:00:00,263649.8114,273649.8114
2013-05-23 00:00:00,27430.77942,37430.77942
2013-05-24 00:00:00,126082.5922,136082.5922
2013-05-25 00:00:00,14198.12327,24198.12327
2013-05-26 00:00:00,301302.7318,311302.7318
2013-05-27 00:00:00,26412.16474,36412.16474
2013-05-28 00:00:00,253725.6898,263725.6898
2013-05-29 00:00:00,272813.3602,282813.3602
2013-05-30 00:00:00,248810.705,258810.705
2013-05-31 00:00:00,317468.661,327468.661
2013-06-01 00:00:00,25937.15223,35937.15223
2013-06-02 00:00:00,5669.523887,15669.52389
2013-06-03 00:00:00,182107.375,192107.375
2013-06-04 00:00:00,17968.82347,27968.82347
2013-06-05 00:00:00,121960.1578,131960.1578
2013-06-06 00:00:00,88145.20923,98145.20923
2013-06-07 00:00:00,307534.929,317534.929
2013-06-08 00:00:00,166652.897,176652.897
2013-06-09 00:00:00,185808.7575,195808.7575
2013-06-10 00:00:00,287109.7213,297109.7213
2013-06-11 00:00:00,140567.3252,150567.3252
2013-06-12 00:00:00,255473.4499,265473.4499
2013-06-13 00:00:00,172328.7307,182328.7307
2013-06-14 00:00:00,310434.0428,320434.0428
2013-06-15 00:00:00,335321.843,345321.843
2013-06-16 00:00:00,115561.3965,125561.3965
2013-06-17 00:00:00,244472.161,254472.161
2013-06-18 00:00:00,247543.5606,257543.5606
2013-06-19 00:00:00,302995.4066,312995.4066
2013-06-20 00:00:00,68551.25666,78551.25666
2013-06-21 00:00:00,266731.2691,276731.2691
2013-06-22 00:00:00,174137.3575,184137.3575
2013-06-23 00:00:00,70489.47415,80489.47415
2013-06-24 00:00:00,43329.57103,53329.57103
2013-06-25 00:00:00,81761.13028,91761.13028
2013-06-26 00:00:00,26516.32434,36516.32434
2013-06-27 00:00:00,287829.3586,297829.3586
2013-06-28 00:00:00,144778.3733,154778.3733
2013-06-29 00:00:00,155613.7296,165613.7296
2013-06-30 00:00:00,233997.2039,243997.2039
2013-07-01 00:00:00,319563.243,329563.243
2013-07-02 00:00:00,75265.5054,85265.5054
2013-07-03 00:00:00,165169.0779,175169.0779
2013-07-04 00:00:00,221009.435,231009.435
2013-07-05 00:00:00,38375.54193,48375.54193
2013-07-06 00:00:00,21612.43501,31612.43501
2013-07-07 00:00:00,96256.32847,106256.3285
2013-07-08 00:00:00,222488.3097,232488.3097
2013-07-09 00:00:00,269700.2977,279700.2977
2013-07-10 00:00:00,88775.53501,98775.53501
2013-07-11 00:00:00,298580.0974,308580.0974
2013-07-12 00:00:00,270172.976,280172.976
2013-07-13 00:00:00,13493.86295,23493.86295
2013-07-14 00:00:00,314693.1108,324693.1108
2013-07-15 00:00:00,65521.80496,75521.80496
2013-07-16 00:00:00,305796.2411,315796.2411
2013-07-17 00:00:00,68538.81495,78538.81495
2013-07-18 00:00:00,10060.56619,20060.56619
2013-07-19 00:00:00,38463.86828,48463.86828
2013-07-20 00:00:00,331874.1144,341874.1144
2013-07-21 00:00:00,315726.3889,325726.3889
2013-07-22 00:00:00,170566.0312,180566.0312
2013-07-23 00:00:00,241380.5028,251380.5028
2013-07-24 00:00:00,255123.9965,265123.9965
2013-07-25 00:00:00,181294.4798,191294.4798
2013-07-26 00:00:00,132227.3244,142227.3244
2013-07-27 00:00:00,103114.1955,113114.1955
2013-07-28 00:00:00,245136.3115,255136.3115
2013-07-29 00:00:00,63260.47971,73260.47971
2013-07-30 00:00:00,43266.05116,53266.05116
2013-07-31 00:00:00,201572.6727,211572.6727
2013-08-01 00:00:00,325084.0887,335084.0887
2013-08-02 00:00:00,53354.75079,63354.75079
2013-08-03 00:00:00,87083.21377,97083.21377
2013-08-04 00:00:00,193635.2876,203635.2876
2013-08-05 00:00:00,95758.20547,105758.2055
2013-08-06 00:00:00,67316.65026,77316.65026
2013-08-07 00:00:00,248772.8406,258772.8406
2013-08-08 00:00:00,266160.5821,276160.5821
2013-08-09 00:00:00,45417.68433,55417.68433
2013-08-10 00:00:00,128522.6948,138522.6948
2013-08-11 00:00:00,185379.5554,195379.5554
2013-08-12 00:00:00,27443.86132,37443.86132
2013-08-13 00:00:00,305316.0498,315316.0498
2013-08-14 00:00:00,237113.0421,247113.0421
2013-08-15 00:00:00,93587.78475,103587.7848
2013-08-16 00:00:00,196390.5799,206390.5799
2013-08-17 00:00:00,177309.237,187309.237
2013-08-18 00:00:00,45248.36554,55248.36554
2013-08-19 00:00:00,59559.39132,69559.39132
2013-08-20 00:00:00,71183.31278,81183.31278
2013-08-21 00:00:00,204113.707,214113.707
2013-08-22 00:00:00,195119.7008,205119.7008
2013-08-23 00:00:00,60694.9141,70694.9141
2013-08-24 00:00:00,253624.4125,263624.4125
2013-08-25 00:00:00,314849.8646,324849.8646
2013-08-26 00:00:00,27702.95804,37702.95804
2013-08-27 00:00:00,17679.42007,27679.42007
2013-08-28 00:00:00,97415.04718,107415.0472
2013-08-29 00:00:00,138034.8026,148034.8026
2013-08-30 00:00:00,239740.9907,249740.9907
2013-08-31 00:00:00,304243.3543,314243.3543
2013-09-01 00:00:00,329632.1802,339632.1802
2013-09-02 00:00:00,50022.95416,60022.95416
2013-09-03 00:00:00,302400.7723,312400.7723
2013-09-04 00:00:00,199040.1562,209040.1562
2013-09-05 00:00:00,326067.9236,336067.9236
2013-09-06 00:00:00,194104.4522,204104.4522
2013-09-07 00:00:00,220704.6138,230704.6138
2013-09-08 00:00:00,209475.3574,219475.3574
2013-09-09 00:00:00,82283.18478,92283.18478
2013-09-10 00:00:00,198224.8885,208224.8885
2013-09-11 00:00:00,170123.8316,180123.8316
2013-09-12 00:00:00,269107.8834,279107.8834
2013-09-13 00:00:00,142664.7347,152664.7347
2013-09-14 00:00:00,279840.8865,289840.8865
2013-09-15 00:00:00,94353.22315,104353.2231
2013-09-16 00:00:00,97739.58858,107739.5886
2013-09-17 00:00:00,169864.6901,179864.6901
2013-09-18 00:00:00,41195.4427,51195.4427
2013-09-19 00:00:00,142511.2279,152511.2279
2013-09-20 00:00:00,59310.53612,69310.53612
2013-09-21 00:00:00,302214.6728,312214.6728
2013-09-22 00:00:00,83656.38698,93656.38698
2013-09-23 00:00:00,151519.9701,161519.9701
2013-09-24 00:00:00,75830.37013,85830.37013
2013-09-25 00:00:00,11863.37767,21863.37767
2013-09-26 00:00:00,217265.8266,227265.8266
2013-09-27 00:00:00,4144.460476,14144.46048
2013-09-28 00:00:00,72207.38149,82207.38149
2013-09-29 00:00:00,70470.03539,80470.03539
2013-09-30 00:00:00,83985.27471,93985.27471
2013-10-01 00:00:00,188427.9526,198427.9526
2013-10-02 00:00:00,327918.6326,337918.6326
2013-10-03 00:00:00,129047.0559,139047.0559
2013-10-04 00:00:00,119753.1884,129753.1884
2013-10-05 00:00:00,118302.7675,128302.7675
2013-10-06 00:00:00,174728.5914,184728.5914
2013-10-07 00:00:00,314012.2599,324012.2599
2013-10-08 00:00:00,171661.9284,181661.9284
2013-10-09 00:00:00,217425.56,227425.56
2013-10-10 00:00:00,326503.9811,336503.9811
2013-10-11 00:00:00,221287.5332,231287.5332
2013-10-12 00:00:00,263328.0911,273328.0911
2013-10-13 00:00:00,136486.0694,146486.0694
2013-10-14 00:00:00,98014.89329,108014.8933
2013-10-15 00:00:00,215554.5008,225554.5008
2013-10-16 00:00:00,162659.3684,172659.3684
2013-10-17 00:00:00,6563.753763,16563.75376
2013-10-18 00:00:00,153982.8845,163982.8845
2013-10-19 00:00:00,78285.73463,88285.73463
2013-10-20 00:00:00,338953.4922,348953.4922
2013-10-21 00:00:00,133292.6041,143292.6041
2013-10-22 00:00:00,278477.339,288477.339
2013-10-23 00:00:00,235728.6393,245728.6393
2013-10-24 00:00:00,128946.8984,138946.8984
2013-10-25 00:00:00,102949.2773,112949.2773
2013-10-26 00:00:00,128290.8412,138290.8412
2013-10-27 00:00:00,269584.6865,279584.6865
2013-10-28 00:00:00,60478.38145,70478.38145
2013-10-29 00:00:00,250966.1391,260966.1391
2013-10-30 00:00:00,259703.7793,269703.7793
2013-10-31 00:00:00,119929.9785,129929.9785
2013-11-01 00:00:00,224809.5435,234809.5435
2013-11-02 00:00:00,38579.81272,48579.81272
2013-11-03 00:00:00,304583.121,314583.121
2013-11-04 00:00:00,251980.8327,261980.8327
2013-11-05 00:00:00,230378.6131,240378.6131
2013-11-06 00:00:00,268488.2007,278488.2007
2013-11-07 00:00:00,161556.7574,171556.7574
2013-11-08 00:00:00,247193.6207,257193.6207
2013-11-09 00:00:00,2282.077243,12282.07724
2013-11-10 00:00:00,20409.41975,30409.41975
2013-11-11 00:00:00,221609.4515,231609.4515
2013-11-12 00:00:00,303972.8131,313972.8131
2013-11-13 00:00:00,24172.91481,34172.91481
2013-11-14 00:00:00,150601.0401,160601.0401
2013-11-15 00:00:00,286684.7997,296684.7997
2013-11-16 00:00:00,55867.05885,65867.05885
2013-11-17 00:00:00,282030.5622,292030.5622
2013-11-18 00:00:00,34059.92084,44059.92084
2013-11-19 00:00:00,111947.9538,121947.9538
2013-11-20 00:00:00,109903.72,119903.72
2013-11-21 00:00:00,341717.4264,351717.4264
2013-11-22 00:00:00,157174.1133,167174.1133
2013-11-23 00:00:00,140444.5411,150444.5411
2013-11-24 00:00:00,113796.1408,123796.1408
2013-11-25 00:00:00,226821.2146,236821.2146
2013-11-26 00:00:00,195809.3573,205809.3573
2013-11-27 00:00:00,138794.6081,148794.6081
2013-11-28 00:00:00,159440.2381,169440.2381
2013-11-29 00:00:00,78870.175,88870.175
2013-11-30 00:00:00,290641.2669,300641.2669
2013-12-01 00:00:00,57794.08523,67794.08523
2013-12-02 00:00:00,122881.4199,132881.4199
2013-12-03 00:00:00,287246.3754,297246.3754
2013-12-04 00:00:00,43042.43714,53042.43714
2013-12-05 00:00:00,327713.157,337713.157
2013-12-06 00:00:00,104052.6285,114052.6285
2013-12-07 00:00:00,335653.2167,345653.2167
2013-12-08 00:00:00,300953.4061,310953.4061
2013-12-09 00:00:00,190942.2493,200942.2493
2013-12-10 00:00:00,98498.47998,108498.48
2013-12-11 00:00:00,171549.8842,181549.8842
2013-12-12 00:00:00,126305.7859,136305.7859
2013-12-13 00:00:00,126842.4603,136842.4603
2013-12-14 00:00:00,178116.7543,188116.7543
2013-12-15 00:00:00,130056.1762,140056.1762
2013-12-16 00:00:00,28905.06784,38905.06784
2013-12-17 00:00:00,45907.85592,55907.85592
2013-12-18 00:00:00,147146.6419,157146.6419
2013-12-19 00:00:00,161548.3293,171548.3293
2013-12-20 00:00:00,193352.3859,203352.3859
2013-12-21 00:00:00,220163.9095,230163.9095
2013-12-22 00:00:00,25647.29035,35647.29035
2013-12-23 00:00:00,43523.78673,53523.78673
2013-12-24 00:00:00,242486.0303,252486.0303
2013-12-25 00:00:00,8645.303341,18645.30334
2013-12-26 00:00:00,212451.1716,222451.1716
2013-12-27 00:00:00,30235.54898,40235.54898
2013-12-28 00:00:00,297400.0604,307400.0604
2013-12-29 00:00:00,253493.4653,263493.4653
2013-12-30 00:00:00,9498.141014,19498.14101
2013-12-31 00:00:00,69925.92038,79925.92038
2014-01-01 00:00:00,178806.5258,188806.5258
2014-01-02 00:00:00,332003.4656,342003.4656
2014-01-03 00:00:00,124478.1492,134478.1492
2014-01-04 00:00:00,2971.312594,12971.31259
2014-01-05 00:00:00,52630.0901,62630.0901
2014-01-06 00:00:00,108318.1323,118318.1323
2014-01-07 00:00:00,283508.6976,293508.6976
2014-01-08 00:00:00,166829.3943,176829.3943
2014-01-09 00:00:00,201415.6688,211415.6688
2014-01-10 00:00:00,138389.366,148389.366
2014-01-11 00:00:00,18648.9619,28648.9619
2014-01-12 00:00:00,58824.35741,68824.35741
2014-01-13 00:00:00,141773.5697,151773.5697
2014-01-14 00:00:00,273122.0944,283122.0944
2014-01-15 00:00:00,332429.5273,342429.5273
2014-01-16 00:00:00,225968.3663,235968.3663
2014-01-17 00:00:00,72941.11067,82941.11067
2014-01-18 00:00:00,378250.6065,388250.6065
2014-01-19 00:00:00,382063.3328,392063.3328
2014-01-20 00:00:00,54887.66396,64887.66396
2014-01-21 00:00:00,162603.8647,172603.8647
2014-01-22 00:00:00,100595.3218,110595.3218
2014-01-23 00:00:00,347491.595,357491.595
2014-01-24 00:00:00,207997.4246,217997.4246
2014-01-25 00:00:00,383490.954,393490.954
2014-01-26 00:00:00,64798.14385,74798.14385
2014-01-27 00:00:00,116596.9898,126596.9898
2014-01-28 00:00:00,143573.3611,153573.3611
2014-01-29 00:00:00,10352.95648,20352.95648
2014-01-30 00:00:00,393609.8283,403609.8283
2014-01-31 00:00:00,46553.43624,56553.43624
2014-02-01 00:00:00,119109.2947,129109.2947
2014-02-02 00:00:00,187965.4166,197965.4166
2014-02-03 00:00:00,11980.53431,21980.53431
2014-02-04 00:00:00,252534.2852,262534.2852
2014-02-05 00:00:00,383856.3577,393856.3577
2014-02-06 00:00:00,291947.0662,301947.0662
2014-02-07 00:00:00,306612.0315,316612.0315
2014-02-08 00:00:00,294394.1814,304394.1814
2014-02-09 00:00:00,143419.0355,153419.0355
2014-02-10 00:00:00,218970.2514,228970.2514
2014-02-11 00:00:00,253115.7326,263115.7326
2014-02-12 00:00:00,192815.0257,202815.0257
2014-02-13 00:00:00,185880.0669,195880.0669
2014-02-14 00:00:00,33554.58813,43554.58813
2014-02-15 00:00:00,399161.533,409161.533
2014-02-16 00:00:00,100592.6091,110592.6091
2014-02-17 00:00:00,40577.56345,50577.56345
2014-02-18 00:00:00,191071.0766,201071.0766
2014-02-19 00:00:00,62412.13906,72412.13906
2014-02-20 00:00:00,311065.7873,321065.7873
2014-02-21 00:00:00,146264.61,156264.61
2014-02-22 00:00:00,172066.4226,182066.4226
2014-02-23 00:00:00,332204.8794,342204.8794
2014-02-24 00:00:00,244778.1834,254778.1834
2014-02-25 00:00:00,217403.0328,227403.0328
2014-02-26 00:00:00,53779.8728,63779.8728
2014-02-27 00:00:00,298551.6362,308551.6362
2014-02-28 00:00:00,209926.5782,219926.5782
2014-03-01 00:00:00,225562.266,235562.266
2014-03-02 00:00:00,61883.65565,71883.65565
2014-03-03 00:00:00,139265.0097,149265.0097
2014-03-04 00:00:00,332269.412,342269.412
2014-03-05 00:00:00,298552.1314,308552.1314
2014-03-06 00:00:00,323036.6987,333036.6987
2014-03-07 00:00:00,134473.6674,144473.6674
2014-03-08 00:00:00,39615.17818,49615.17818
2014-03-09 00:00:00,357223.9018,367223.9018
2014-03-10 00:00:00,117176.2512,127176.2512
2014-03-11 00:00:00,22116.28859,32116.28859
2014-03-12 00:00:00,170922.9861,180922.9861
2014-03-13 00:00:00,190884.5635,200884.5635
2014-03-14 00:00:00,184799.0659,194799.0659
2014-03-15 00:00:00,262586.0938,272586.0938
2014-03-16 00:00:00,303168.6493,313168.6493
2014-03-17 00:00:00,80745.05515,90745.05515
2014-03-18 00:00:00,355681.1885,365681.1885
2014-03-19 00:00:00,108962.3477,118962.3477
2014-03-20 00:00:00,404904.6156,414904.6156
2014-03-21 00:00:00,325258.2877,335258.2877
2014-03-22 00:00:00,108587.7995,118587.7995
2014-03-23 00:00:00,248676.8857,258676.8857
2014-03-24 00:00:00,88617.85079,98617.85079
2014-03-25 00:00:00,273771.4811,283771.4811
2014-03-26 00:00:00,300803.4822,310803.4822
2014-03-27 00:00:00,318772.3229,328772.3229
2014-03-28 00:00:00,335660.0638,345660.0638
2014-03-29 00:00:00,346442.1367,356442.1367
2014-03-30 00:00:00,19373.04176,29373.04176
2014-03-31 00:00:00,59801.19564,69801.19564
2014-04-01 00:00:00,314478.085,324478.085
2014-04-02 00:00:00,388729.3874,398729.3874
2014-04-03 00:00:00,394291.013,404291.013
2014-04-04 00:00:00,245403.9234,255403.9234
2014-04-05 00:00:00,116531.3178,126531.3178
2014-04-06 00:00:00,250118.3689,260118.3689
2014-04-07 00:00:00,252926.8305,262926.8305
2014-04-08 00:00:00,291829.2632,301829.2632
2014-04-09 00:00:00,195701.5985,205701.5985
2014-04-10 00:00:00,385166.3974,395166.3974
2014-04-11 00:00:00,188801.7132,198801.7132
2014-04-12 00:00:00,127254.6511,137254.6511
2014-04-13 00:00:00,124989.7507,134989.7507
2014-04-14 00:00:00,174906.1938,184906.1938
2014-04-15 00:00:00,197320.4277,207320.4277
2014-04-16 00:00:00,354601.225,364601.225
2014-04-17 00:00:00,359655.5446,369655.5446
2014-04-18 00:00:00,35313.60033,45313.60033
2014-04-19 00:00:00,170298.0021,180298.0021
2014-04-20 00:00:00,217623.912,227623.912
2014-04-21 00:00:00,69935.96242,79935.96242
2014-04-22 00:00:00,144979.0235,154979.0235
2014-04-23 00:00:00,249739.2669,259739.2669
2014-04-24 00:00:00,39940.99163,49940.99163
2014-04-25 00:00:00,120905.7243,130905.7243
2014-04-26 00:00:00,171051.4432,181051.4432
2014-04-27 00:00:00,389861.7395,399861.7395
2014-04-28 00:00:00,81162.54892,91162.54892
2014-04-29 00:00:00,315098.9068,325098.9068
2014-04-30 00:00:00,41130.39907,51130.39907
2014-05-01 00:00:00,302286.3808,312286.3808
2014-05-02 00:00:00,50794.56553,60794.56553
2014-05-03 00:00:00,251826.6619,261826.6619
2014-05-04 00:00:00,40525.39784,50525.39784
2014-05-05 00:00:00,225467.8401,235467.8401
2014-05-06 00:00:00,49882.6527,59882.6527
2014-05-07 00:00:00,334481.0529,344481.0529
2014-05-08 00:00:00,17813.03891,27813.03891
2014-05-09 00:00:00,137884.5068,147884.5068
2014-05-10 00:00:00,78083.02129,88083.02129
2014-05-11 00:00:00,281990.526,291990.526
2014-05-12 00:00:00,269097.4137,279097.4137
2014-05-13 00:00:00,186240.0856,196240.0856
2014-05-14 00:00:00,34920.62451,44920.62451
2014-05-15 00:00:00,275401.5604,285401.5604
2014-05-16 00:00:00,129836.3147,139836.3147
2014-05-17 00:00:00,170144.381,180144.381
2014-05-18 00:00:00,129988.54,139988.54
2014-05-19 00:00:00,215490.4667,225490.4667
2014-05-20 00:00:00,130155.2408,140155.2408
2014-05-21 00:00:00,307130.0635,317130.0635
2014-05-22 00:00:00,170036.6621,180036.6621
2014-05-23 00:00:00,244532.3673,254532.3673
2014-05-24 00:00:00,389924.4119,399924.4119
2014-05-25 00:00:00,353862.0356,363862.0356
2014-05-26 00:00:00,316966.2254,326966.2254
2014-05-27 00:00:00,261329.645,271329.645
2014-05-28 00:00:00,70861.74545,80861.74545
2014-05-29 00:00:00,61594.58806,71594.58806
2014-05-30 00:00:00,316301.6691,326301.6691
2014-05-31 00:00:00,396581.2705,406581.2705
2014-06-01 00:00:00,220640.5051,230640.5051
2014-06-02 00:00:00,353470.8087,363470.8087
2014-06-03 00:00:00,37074.85132,47074.85132
2014-06-04 00:00:00,271677.4409,281677.4409
2014-06-05 00:00:00,2285.897346,12285.89735
2014-06-06 00:00:00,178852.7332,188852.7332
2014-06-07 00:00:00,328543.9358,338543.9358
2014-06-08 00:00:00,388637.4686,398637.4686
2014-06-09 00:00:00,108888.7352,118888.7352
2014-06-10 00:00:00,122140.1832,132140.1832
2014-06-11 00:00:00,237214.015,247214.015
2014-06-12 00:00:00,174528.2116,184528.2116
2014-06-13 00:00:00,185923.292,195923.292
2014-06-14 00:00:00,167483.9644,177483.9644
2014-06-15 00:00:00,51286.48014,61286.48014
2014-06-16 00:00:00,142462.0104,152462.0104
2014-06-17 00:00:00,373192.0616,383192.0616
2014-06-18 00:00:00,21251.09107,31251.09107
2014-06-19 00:00:00,15938.68629,25938.68629
2014-06-20 00:00:00,234319.3707,244319.3707
2014-06-21 00:00:00,64149.6177,74149.6177
2014-06-22 00:00:00,34961.02407,44961.02407
2014-06-23 00:00:00,286173.9444,296173.9444
2014-06-24 00:00:00,75110.7386,85110.7386
2014-06-25 00:00:00,152774.5487,162774.5487
2014-06-26 00:00:00,4329.562205,14329.5622
2014-06-27 00:00:00,247467.5227,257467.5227
2014-06-28 00:00:00,37761.3942,47761.3942
2014-06-29 00:00:00,187931.8144,197931.8144
2014-06-30 00:00:00,18079.10742,28079.10742
2014-07-01 00:00:00,331090.5918,341090.5918
2014-07-02 00:00:00,351608.6793,361608.6793
2014-07-03 00:00:00,180254.4627,190254.4627
2014-07-04 00:00:00,351700.3011,361700.3011
2014-07-05 00:00:00,146433.3693,156433.3693
2014-07-06 00:00:00,243711.2677,253711.2677
2014-07-07 00:00:00,2478.198786,12478.19879
2014-07-08 00:00:00,57996.41863,67996.41863
2014-07-09 00:00:00,188314.3612,198314.3612
2014-07-10 00:00:00,353437.5406,363437.5406
2014-07-11 00:00:00,376560.9473,386560.9473
2014-07-12 00:00:00,99142.83212,109142.8321
2014-07-13 00:00:00,147639.1246,157639.1246
2014-07-14 00:00:00,267560.8274,277560.8274
2014-07-15 00:00:00,184460.598,194460.598
